pre,ACD_avg,ACD_max,ACD_sum,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOCU,NOF_avg,NOF_max,NOF_sum,NOI_avg,NOI_max,NOI_sum,NOM_avg,NOM_max,NOM_sum,NOT_avg,NOT_max,NOT_sum,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC_avg,TLOC_max,TLOC_sum,VG_avg,VG_max,VG_sum,post
0,0.0,0.0,0.0,2.7142857142857144,26.0,114.0,6.761904761904762,57.0,284.0,1.3333333333333333,5.0,56.0,5.0,2.4,7.0,12.0,0.2,1.0,1.0,5.8,14.0,29.0,0.8,1.0,4.0,2.4,7.0,12.0,2.6,13.0,13.0,1.619047619047619,7.0,68.0,84.0,279.0,420.0,2.571428571428572,25.0,108.0,0
9,0.7692307692307693,7.0,10.0,2.185430463576159,34.0,330.0,6.417218543046357,68.0,969.0,1.4304635761589404,6.0,216.0,13.0,2.4444444444444446,13.0,44.0,0.4615384615384615,1.0,6.0,8.333333333333334,24.0,150.0,0.5384615384615384,1.0,7.0,0.6666666666666666,10.0,12.0,0.0555555555555555,1.0,1.0,1.1059602649006623,6.0,167.0,108.46153846153848,416.0,1410.0,2.642384105960265,23.0,399.0,0
0,0.0,0.0,0.0,6.0,11.0,12.0,14.5,26.0,29.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,48.0,48.0,48.0,6.5,11.0,13.0,0
0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,0
0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,0
0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,0
0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,0
0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,1.0,1.0,0
3,0.0769230769230769,1.0,1.0,5.467741935483871,28.0,339.0,11.693548387096774,47.0,725.0,2.0806451612903225,5.0,129.0,13.0,1.0,4.0,13.0,0.0769230769230769,1.0,1.0,3.769230769230769,9.0,49.0,0.9230769230769232,1.0,12.0,1.6153846153846154,5.0,21.0,1.0,10.0,13.0,1.0806451612903225,3.0,67.0,77.15384615384616,199.0,1003.0,3.661290322580645,12.0,227.0,1
20,0.1666666666666666,1.0,1.0,4.627118644067797,19.0,273.0,7.796610169491525,34.0,460.0,2.1186440677966103,8.0,125.0,6.0,0.75,2.0,6.0,0.5,1.0,3.0,3.25,10.0,26.0,0.5,1.0,3.0,2.25,8.0,18.0,4.125,23.0,33.0,0.8135593220338984,4.0,48.0,112.83333333333331,383.0,677.0,2.6440677966101696,12.0,156.0,0
4,0.0,0.0,0.0,3.7058823529411766,37.0,126.0,8.794117647058824,83.0,299.0,1.2058823529411764,7.0,41.0,5.0,0.0,0.0,0.0,0.6,1.0,3.0,6.6,14.0,33.0,0.4,1.0,2.0,3.0,15.0,15.0,0.2,1.0,1.0,1.3823529411764706,5.0,47.0,83.2,328.0,416.0,3.176470588235294,25.0,108.0,0
3,0.0,0.0,0.0,1.8676470588235292,22.0,127.0,5.397058823529412,54.0,367.0,1.338235294117647,4.0,91.0,10.0,1.25,8.0,15.0,0.0,0.0,0.0,4.0,10.0,48.0,1.0,1.0,10.0,1.1666666666666667,8.0,14.0,1.6666666666666667,8.0,20.0,1.9852941176470589,5.0,135.0,67.9,249.0,679.0,2.5,19.0,170.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,3.0,20.0,18.0,18.0,18.0,0.0,0.0,0.0,0
0,0.25,1.0,2.0,2.1666666666666665,7.0,130.0,10.616666666666667,47.0,637.0,2.216666666666667,5.0,133.0,8.0,4.25,10.0,34.0,0.0,0.0,0.0,7.5,12.0,60.0,1.0,1.0,8.0,0.25,1.0,2.0,0.0,0.0,0.0,1.0,4.0,60.0,107.625,182.0,861.0,3.9,16.0,234.0,0
14,0.2857142857142857,3.0,4.0,3.141843971631206,30.0,443.0,4.787234042553192,50.0,675.0,1.2340425531914894,7.0,174.0,14.0,1.1428571428571428,6.0,16.0,0.3571428571428571,1.0,5.0,8.357142857142858,38.0,117.0,0.6428571428571429,1.0,9.0,1.3571428571428572,8.0,19.0,1.7142857142857142,17.0,24.0,0.9432624113475178,5.0,133.0,83.21428571428571,401.0,1165.0,1.6879432624113475,26.0,238.0,1
0,0.0,0.0,0.0,6.426666666666667,45.0,964.0,8.473333333333333,61.0,1271.0,1.56,6.0,234.0,15.0,2.125,9.0,34.0,0.1333333333333333,1.0,2.0,7.875,30.0,126.0,0.8666666666666667,1.0,13.0,7.3125,68.0,117.0,1.5,15.0,24.0,1.2133333333333334,4.0,182.0,122.0,433.0,1830.0,2.4066666666666667,17.0,361.0,0
0,0.0,0.0,0.0,4.269230769230769,18.0,222.0,5.403846153846154,21.0,281.0,1.1923076923076923,3.0,62.0,6.0,4.0,9.0,24.0,0.1666666666666666,1.0,1.0,8.666666666666666,31.0,52.0,0.8333333333333334,1.0,5.0,0.1666666666666666,1.0,1.0,0.0,0.0,0.0,2.326923076923077,8.0,121.0,72.16666666666667,271.0,433.0,1.4038461538461535,5.0,73.0,0
0,0.0,0.0,0.0,2.1842105263157894,16.0,83.0,3.5789473684210527,22.0,136.0,1.2894736842105263,3.0,49.0,3.0,5.333333333333333,10.0,16.0,0.0,0.0,0.0,12.666666666666666,19.0,38.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,2.0,32.0,85.66666666666667,169.0,257.0,1.5526315789473684,6.0,59.0,0
48,0.0,0.0,0.0,5.546666666666667,67.0,832.0,8.653333333333334,101.0,1298.0,1.7733333333333334,8.0,266.0,23.0,0.7391304347826086,4.0,17.0,0.0,0.0,0.0,5.608695652173913,29.0,129.0,1.0,1.0,23.0,0.217391304347826,2.0,5.0,0.9130434782608696,9.0,21.0,0.9733333333333334,4.0,146.0,85.78260869565217,374.0,1973.0,2.7266666666666666,21.0,409.0,1
50,0.0,0.0,0.0,2.976744186046512,43.0,640.0,5.544186046511628,86.0,1192.0,1.4325581395348836,7.0,308.0,21.0,1.181818181818182,7.0,26.0,0.4285714285714285,1.0,9.0,6.227272727272728,23.0,137.0,0.5714285714285714,1.0,12.0,3.409090909090909,43.0,75.0,3.5454545454545454,75.0,78.0,0.8790697674418605,4.0,189.0,89.76190476190476,948.0,1885.0,1.9395348837209303,23.0,417.0,1
18,0.0,0.0,0.0,4.078947368421052,40.0,310.0,6.105263157894737,57.0,464.0,1.5789473684210529,6.0,120.0,7.0,1.1428571428571428,2.0,8.0,0.1428571428571428,1.0,1.0,10.142857142857142,14.0,71.0,0.8571428571428571,1.0,6.0,0.2857142857142857,1.0,2.0,0.7142857142857143,3.0,5.0,0.6842105263157895,2.0,52.0,111.28571428571428,270.0,779.0,2.0657894736842106,14.0,157.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,2.0,25.0,0.1275862068965517,1.0,37.0,62.0,0.0483870967741935,1.0,3.0,0.7258064516129032,1.0,45.0,4.67741935483871,41.0,290.0,0.2741935483870967,1.0,17.0,0.2741935483870967,7.0,17.0,0.0,0.0,0.0,0.4034482758620689,4.0,117.0,9.064516129032258,55.0,562.0,0.1275862068965517,1.0,37.0,0
0,0.0,0.0,0.0,0.0277777777777777,1.0,1.0,0.2777777777777778,3.0,10.0,0.1666666666666666,1.0,6.0,7.0,0.1666666666666666,1.0,2.0,0.7142857142857143,1.0,5.0,3.0,7.0,36.0,0.2857142857142857,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,2.0,21.0,14.0,39.0,98.0,0.1666666666666666,1.0,6.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,20.0,1.45,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,1.0,1.0,5.8,11.0,116.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0123456790123456,1.0,1.0,0.0493827160493827,1.0,4.0,18.0,0.0,0.0,0.0,0.8888888888888888,1.0,16.0,4.5,27.0,81.0,0.1111111111111111,1.0,2.0,0.4444444444444444,5.0,8.0,0.0,0.0,0.0,0.6419753086419753,3.0,52.0,9.72222222222222,35.0,175.0,0.0493827160493827,1.0,4.0,0
2,0.0,0.0,0.0,1.0,6.0,6.0,2.833333333333333,17.0,17.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.6666666666666667,2.0,5.0,0.6666666666666666,1.0,2.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,2.0,12.0,26.0,36.0,1.5,6.0,9.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875,18.0,19.0,0.125,1.0,2.0,6.0,0.0,0.0,0.0,0.8333333333333334,1.0,5.0,2.6666666666666665,5.0,16.0,0.1666666666666666,1.0,1.0,0.5,3.0,3.0,0.0,0.0,0.0,0.5,2.0,8.0,7.5,11.0,45.0,0.125,1.0,2.0,0
12,0.0,0.0,0.0,3.8122923588039863,72.0,2295.0,6.410299003322259,94.0,3859.0,1.420265780730897,6.0,855.0,45.0,2.276595744680851,35.0,107.0,0.0,0.0,0.0,11.46808510638298,76.0,539.0,1.0,1.0,45.0,1.3829787234042554,12.0,65.0,1.3404255319148937,13.0,63.0,0.8438538205980066,8.0,508.0,128.9777777777778,737.0,5804.0,2.3006644518272426,26.0,1385.0,1
2,0.0,0.0,0.0,2.213675213675214,29.0,259.0,3.632478632478633,24.0,425.0,1.1367521367521367,3.0,133.0,11.0,2.625,7.0,42.0,0.0,0.0,0.0,7.25,14.0,116.0,1.0,1.0,11.0,0.5625,3.0,9.0,0.0625,1.0,1.0,0.6324786324786325,6.0,74.0,75.18181818181819,200.0,827.0,1.4102564102564104,7.0,165.0,1
1,0.0,0.0,0.0,1.6744186046511629,22.0,144.0,3.383720930232558,54.0,291.0,1.1046511627906976,4.0,95.0,21.0,0.7619047619047619,3.0,16.0,0.0,0.0,0.0,3.1904761904761907,22.0,67.0,1.0,1.0,21.0,1.761904761904762,21.0,37.0,0.9047619047619048,3.0,19.0,1.2209302325581397,3.0,105.0,35.19047619047619,139.0,739.0,1.5465116279069768,17.0,133.0,1
0,0.0,0.0,0.0,1.6153846153846154,21.0,126.0,3.525641025641025,38.0,275.0,1.2179487179487178,6.0,95.0,19.0,0.3684210526315789,3.0,7.0,0.0,0.0,0.0,3.3684210526315788,14.0,64.0,1.0,1.0,19.0,9.894736842105264,102.0,188.0,0.7368421052631579,3.0,14.0,0.5384615384615384,2.0,42.0,38.0,183.0,722.0,1.7820512820512822,16.0,139.0,0
4,0.0,0.0,0.0,2.6864406779661016,58.0,317.0,4.491525423728813,69.0,530.0,1.11864406779661,4.0,132.0,18.0,1.15,14.0,23.0,0.0,0.0,0.0,5.5,35.0,110.0,1.0,1.0,18.0,2.0,24.0,40.0,0.4,6.0,8.0,0.5932203389830508,3.0,70.0,56.5,438.0,1017.0,1.9915254237288136,22.0,235.0,1
0,0.0,0.0,0.0,3.648148148148149,28.0,197.0,5.277777777777778,32.0,285.0,1.2962962962962965,4.0,70.0,4.0,2.0,4.0,8.0,0.0,0.0,0.0,12.25,35.0,49.0,1.0,1.0,4.0,1.75,3.0,7.0,1.25,3.0,5.0,1.462962962962963,3.0,79.0,110.25,260.0,441.0,1.7037037037037035,7.0,92.0,1
31,0.037037037037037,1.0,1.0,0.1627906976744186,11.0,28.0,0.3895348837209302,18.0,67.0,0.1744186046511628,5.0,30.0,27.0,0.0,0.0,0.0,0.9629629629629628,1.0,26.0,5.7407407407407405,29.0,155.0,0.037037037037037,1.0,1.0,0.2592592592592592,3.0,7.0,0.6296296296296297,17.0,17.0,0.9883720930232558,13.0,170.0,15.074074074074074,132.0,407.0,0.1802325581395348,6.0,31.0,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,1.0,2.0,0.1153846153846153,1.0,3.0,7.0,0.0,0.0,0.0,0.8571428571428571,1.0,6.0,3.4285714285714284,7.0,24.0,0.1428571428571428,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,2.0,2.0,1.4230769230769231,6.0,37.0,10.571428571428571,16.0,74.0,0.1153846153846153,1.0,3.0,0
15,0.0,0.0,0.0,3.4166666666666665,30.0,164.0,8.4375,66.0,405.0,1.7916666666666667,6.0,86.0,4.0,3.4,8.0,17.0,0.25,1.0,1.0,8.4,17.0,42.0,0.75,1.0,3.0,1.2,5.0,6.0,1.2,6.0,6.0,1.375,5.0,66.0,145.5,251.0,582.0,3.333333333333333,22.0,160.0,1
39,0.7777777777777778,1.0,7.0,3.9954337899543377,22.0,875.0,6.972602739726027,66.0,1527.0,1.8630136986301369,6.0,408.0,9.0,1.6,4.0,16.0,0.0,0.0,0.0,21.7,58.0,217.0,1.0,1.0,9.0,4.0,8.0,40.0,0.2,1.0,2.0,1.547945205479452,13.0,339.0,249.66666666666663,552.0,2247.0,2.634703196347032,18.0,577.0,1
18,0.6666666666666666,3.0,4.0,3.75,30.0,450.0,8.558333333333334,70.0,1027.0,1.85,6.0,222.0,6.0,2.3076923076923075,7.0,30.0,0.0,0.0,0.0,8.538461538461538,40.0,111.0,1.0,1.0,6.0,2.076923076923077,10.0,27.0,0.6923076923076923,5.0,9.0,1.625,9.0,195.0,241.33333333333331,627.0,1448.0,3.083333333333333,23.0,370.0,1
67,0.1481481481481481,1.0,4.0,3.8407871198568873,40.0,2147.0,5.377459749552773,94.0,3006.0,1.6457960644007157,7.0,920.0,27.0,2.3142857142857145,21.0,81.0,0.037037037037037,1.0,1.0,15.82857142857143,119.0,554.0,0.9629629629629628,1.0,26.0,0.4,5.0,14.0,0.1428571428571428,1.0,5.0,0.5366726296958855,7.0,300.0,173.44444444444446,1050.0,4683.0,2.0894454382826475,27.0,1168.0,1
8,1.3333333333333333,4.0,4.0,4.151898734177215,41.0,328.0,7.544303797468355,55.0,596.0,1.7215189873417722,6.0,136.0,3.0,7.666666666666667,17.0,23.0,0.0,0.0,0.0,26.0,63.0,78.0,1.0,1.0,3.0,2.0,4.0,6.0,0.3333333333333333,1.0,1.0,0.810126582278481,6.0,64.0,285.0,775.0,855.0,2.240506329113924,12.0,177.0,0
36,0.1818181818181818,2.0,2.0,4.498575498575499,115.0,1579.0,7.356125356125356,213.0,2582.0,1.6581196581196582,7.0,582.0,11.0,5.818181818181818,15.0,64.0,0.0909090909090909,1.0,1.0,31.818181818181817,151.0,350.0,0.9090909090909092,1.0,10.0,0.9090909090909092,3.0,10.0,0.0909090909090909,1.0,1.0,1.0142450142450143,6.0,356.0,336.6363636363636,1690.0,3703.0,2.6666666666666665,57.0,936.0,1
13,0.0,0.0,0.0,2.0694444444444446,33.0,745.0,3.077777777777778,39.0,1108.0,1.0916666666666666,4.0,393.0,74.0,0.7162162162162162,4.0,53.0,0.0,0.0,0.0,4.824324324324325,35.0,357.0,1.0,1.0,74.0,0.3243243243243243,17.0,24.0,0.0405405405405405,2.0,3.0,1.3833333333333333,5.0,498.0,31.14864864864865,197.0,2305.0,1.6,12.0,576.0,1
1,0.0,0.0,0.0,3.8222222222222224,25.0,172.0,7.6,47.0,342.0,1.5333333333333334,4.0,69.0,6.0,3.8333333333333335,7.0,23.0,0.0,0.0,0.0,7.0,12.0,42.0,1.0,1.0,6.0,1.3333333333333333,4.0,8.0,0.5,2.0,3.0,0.8888888888888888,3.0,40.0,86.16666666666667,135.0,517.0,2.422222222222222,9.0,109.0,1
33,0.0,0.0,0.0,1.1042944785276074,28.0,180.0,1.9263803680981595,65.0,314.0,0.6134969325153374,6.0,100.0,19.0,0.9,7.0,18.0,0.7894736842105263,1.0,15.0,7.8,25.0,156.0,0.2105263157894736,1.0,4.0,1.65,16.0,33.0,0.35,7.0,7.0,0.7730061349693251,3.0,126.0,37.73684210526316,210.0,717.0,0.8404907975460123,19.0,137.0,1
17,0.1923076923076923,5.0,5.0,0.4416666666666666,6.0,53.0,0.6916666666666667,9.0,83.0,0.2833333333333333,3.0,34.0,26.0,0.0384615384615384,1.0,1.0,0.9230769230769232,1.0,24.0,4.615384615384615,17.0,120.0,0.0769230769230769,1.0,2.0,0.2307692307692307,6.0,6.0,0.0,0.0,0.0,0.3333333333333333,4.0,40.0,13.73076923076923,119.0,357.0,0.25,3.0,30.0,1
52,0.5333333333333333,3.0,8.0,3.95703125,37.0,1013.0,6.7265625,55.0,1722.0,1.91015625,6.0,489.0,15.0,3.3529411764705883,10.0,57.0,0.0,0.0,0.0,14.941176470588236,54.0,254.0,1.0,1.0,15.0,1.0,6.0,17.0,0.1176470588235294,1.0,2.0,0.74609375,4.0,191.0,171.33333333333334,701.0,2570.0,2.27734375,14.0,583.0,1
0,0.0,0.0,0.0,2.08,6.0,52.0,4.64,12.0,116.0,1.52,3.0,38.0,3.0,1.3333333333333333,3.0,4.0,0.0,0.0,0.0,4.0,8.0,12.0,1.0,1.0,3.0,14.333333333333334,40.0,43.0,4.333333333333333,8.0,13.0,0.88,3.0,22.0,89.66666666666667,107.0,269.0,2.08,6.0,52.0,0
0,0.8888888888888888,8.0,8.0,3.661971830985916,67.0,260.0,7.873239436619718,101.0,559.0,1.3943661971830985,4.0,99.0,9.0,2.7777777777777777,9.0,25.0,0.0,0.0,0.0,7.444444444444445,26.0,67.0,1.0,1.0,9.0,2.6666666666666665,9.0,24.0,0.4444444444444444,4.0,4.0,0.6619718309859155,3.0,47.0,92.33333333333331,214.0,831.0,2.1549295774647885,22.0,153.0,0
0,0.2222222222222222,4.0,4.0,3.185714285714285,20.0,223.0,6.014285714285714,37.0,421.0,1.1857142857142855,3.0,83.0,18.0,1.4736842105263157,11.0,28.0,0.0555555555555555,1.0,1.0,3.684210526315789,11.0,70.0,0.9444444444444444,1.0,17.0,2.9473684210526314,15.0,56.0,0.0,0.0,0.0,0.7,3.0,49.0,42.333333333333336,129.0,762.0,2.2142857142857144,14.0,155.0,0
158,2.3448275862068964,20.0,136.0,7.532289628180039,113.0,3849.0,11.823874755381604,222.0,6042.0,1.8786692759295496,7.0,960.0,58.0,4.774647887323944,73.0,339.0,0.0689655172413793,1.0,4.0,6.464788732394366,38.0,459.0,0.9310344827586208,1.0,54.0,2.3661971830985915,82.0,168.0,0.5352112676056338,9.0,38.0,1.070450097847358,8.0,547.0,153.13793103448276,629.0,8882.0,2.506849315068493,22.0,1281.0,1
76,1.2,3.0,48.0,7.175675675675675,51.0,1062.0,13.033783783783784,87.0,1929.0,2.6283783783783785,8.0,389.0,40.0,0.3571428571428571,5.0,15.0,0.0,0.0,0.0,3.3095238095238093,14.0,139.0,1.0,1.0,40.0,0.0238095238095238,1.0,1.0,0.119047619047619,2.0,5.0,0.5743243243243243,3.0,85.0,76.875,274.0,3075.0,3.1621621621621623,12.0,468.0,1
28,1.0,7.0,10.0,2.6933333333333334,33.0,202.0,5.133333333333334,56.0,385.0,1.48,8.0,111.0,10.0,1.9090909090909087,5.0,21.0,0.0,0.0,0.0,6.818181818181818,12.0,75.0,1.0,1.0,10.0,0.5454545454545454,5.0,6.0,0.0,0.0,0.0,1.2933333333333332,4.0,97.0,74.1,125.0,741.0,1.76,13.0,132.0,1
7,0.2857142857142857,1.0,6.0,1.5575221238938053,14.0,176.0,3.84070796460177,28.0,434.0,1.3893805309734513,6.0,157.0,21.0,1.1428571428571428,5.0,24.0,0.0,0.0,0.0,5.380952380952381,10.0,113.0,1.0,1.0,21.0,0.1428571428571428,1.0,3.0,0.0,0.0,0.0,0.9026548672566372,2.0,102.0,46.90476190476191,114.0,985.0,1.752212389380531,9.0,198.0,1
64,1.5833333333333333,5.0,19.0,8.742574257425742,109.0,883.0,15.128712871287128,175.0,1528.0,2.257425742574257,10.0,228.0,12.0,2.0,12.0,30.0,0.0,0.0,0.0,6.466666666666667,18.0,97.0,1.0,1.0,12.0,0.4,4.0,6.0,0.2,3.0,3.0,1.3564356435643563,8.0,137.0,178.0,511.0,2136.0,3.811881188118812,48.0,385.0,1
54,2.7058823529411766,9.0,46.0,7.857142857142857,76.0,1155.0,12.73469387755102,131.0,1872.0,1.8843537414965987,10.0,277.0,17.0,5.0,13.0,100.0,0.0,0.0,0.0,7.2,18.0,144.0,1.0,1.0,17.0,0.7,5.0,14.0,0.15,3.0,3.0,1.0136054421768708,5.0,149.0,162.23529411764707,412.0,2758.0,2.462585034013605,17.0,362.0,1
0,0.0,0.0,0.0,1.375,6.0,11.0,2.5,8.0,20.0,0.875,2.0,7.0,2.0,1.0,2.0,2.0,0.5,1.0,1.0,4.0,6.0,8.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,6.0,24.5,43.0,49.0,1.125,3.0,9.0,0
5,0.0,0.0,0.0,3.3714285714285714,29.0,118.0,7.171428571428572,59.0,251.0,1.6285714285714286,6.0,57.0,6.0,2.0,10.0,14.0,0.1666666666666666,1.0,1.0,4.428571428571429,8.0,31.0,0.8333333333333334,1.0,5.0,0.2857142857142857,2.0,2.0,0.5714285714285714,3.0,4.0,1.3142857142857145,5.0,46.0,71.33333333333333,197.0,428.0,2.4,12.0,84.0,0
23,0.9375,9.0,30.0,4.850993377483444,79.0,1465.0,6.996688741721854,96.0,2113.0,1.466887417218543,6.0,443.0,32.0,2.4864864864864864,17.0,92.0,0.03125,1.0,1.0,7.297297297297297,34.0,270.0,0.96875,1.0,31.0,2.2432432432432434,25.0,83.0,0.8108108108108109,12.0,30.0,0.8245033112582781,9.0,249.0,105.6875,432.0,3382.0,2.374172185430464,24.0,717.0,1
13,0.7777777777777778,4.0,7.0,6.517647058823529,40.0,554.0,10.141176470588237,55.0,862.0,1.5176470588235291,4.0,129.0,9.0,3.769230769230769,20.0,49.0,0.0,0.0,0.0,6.461538461538462,25.0,84.0,1.0,1.0,9.0,0.8461538461538461,4.0,11.0,0.0769230769230769,1.0,1.0,0.8352941176470589,5.0,71.0,147.0,459.0,1323.0,2.8588235294117648,17.0,243.0,1
4,0.4545454545454545,2.0,5.0,3.102564102564102,22.0,363.0,6.769230769230769,54.0,792.0,1.4615384615384617,4.0,171.0,11.0,4.5,13.0,54.0,0.0,0.0,0.0,8.0,24.0,96.0,1.0,1.0,11.0,1.3333333333333333,5.0,16.0,1.75,11.0,21.0,1.3846153846153846,6.0,162.0,114.9090909090909,248.0,1264.0,2.4615384615384617,20.0,288.0,0
1,0.0,0.0,0.0,0.1612903225806451,1.0,5.0,0.2258064516129032,1.0,7.0,0.1935483870967742,1.0,6.0,10.0,0.0,0.0,0.0,0.9,1.0,9.0,2.6,8.0,26.0,0.1,1.0,1.0,2.2,11.0,22.0,0.5,5.0,5.0,1.3548387096774193,9.0,42.0,14.5,44.0,145.0,0.1935483870967742,1.0,6.0,0
84,0.6,9.0,15.0,2.857692307692308,68.0,743.0,4.523076923076923,86.0,1176.0,1.0653846153846154,9.0,277.0,25.0,1.0,17.0,25.0,0.68,1.0,17.0,8.72,36.0,218.0,0.32,1.0,8.0,2.4,14.0,60.0,1.68,10.0,42.0,1.073076923076923,6.0,279.0,79.08,724.0,1977.0,1.273076923076923,14.0,331.0,1
56,0.1951219512195122,4.0,8.0,3.959016393442623,62.0,966.0,6.081967213114754,93.0,1484.0,1.528688524590164,6.0,373.0,41.0,0.8695652173913043,14.0,40.0,0.0,0.0,0.0,4.826086956521739,46.0,222.0,1.0,1.0,41.0,1.8043478260869563,35.0,83.0,0.4347826086956521,4.0,20.0,1.5901639344262295,7.0,388.0,64.53658536585365,568.0,2646.0,2.3237704918032787,28.0,567.0,1
9,0.0,0.0,0.0,3.372549019607843,37.0,172.0,6.509803921568627,70.0,332.0,1.3529411764705883,6.0,69.0,13.0,2.076923076923077,11.0,27.0,0.3076923076923077,1.0,4.0,3.923076923076923,9.0,51.0,0.6923076923076923,1.0,9.0,0.3846153846153846,2.0,5.0,0.0,0.0,0.0,1.7647058823529411,7.0,90.0,45.38461538461539,121.0,590.0,2.5098039215686274,21.0,128.0,1
20,0.1,1.0,1.0,3.521276595744681,36.0,331.0,7.202127659574468,49.0,677.0,1.7127659574468086,6.0,161.0,10.0,2.5454545454545454,9.0,28.0,0.0,0.0,0.0,7.272727272727272,31.0,80.0,1.0,1.0,10.0,2.727272727272727,15.0,30.0,1.2727272727272727,10.0,14.0,0.8191489361702128,8.0,77.0,107.1,529.0,1071.0,2.6382978723404253,13.0,248.0,1
74,1.2,9.0,18.0,5.563573883161512,82.0,1619.0,8.731958762886597,141.0,2541.0,1.8865979381443296,7.0,549.0,15.0,2.1875,9.0,35.0,0.0,0.0,0.0,16.0,40.0,256.0,1.0,1.0,15.0,1.25,7.0,20.0,2.1875,12.0,35.0,1.161512027491409,7.0,338.0,237.6,514.0,3564.0,2.738831615120275,38.0,797.0,1
13,0.0,0.0,0.0,2.7169811320754715,25.0,144.0,5.339622641509434,50.0,283.0,1.509433962264151,5.0,80.0,4.0,3.75,9.0,15.0,0.0,0.0,0.0,13.0,27.0,52.0,1.0,1.0,4.0,3.75,13.0,15.0,0.25,1.0,1.0,0.5471698113207547,4.0,29.0,113.0,268.0,452.0,2.320754716981132,15.0,123.0,1
32,0.6875,3.0,11.0,7.15,36.0,858.0,11.958333333333334,61.0,1435.0,2.4,8.0,288.0,16.0,2.0,11.0,34.0,0.0,0.0,0.0,4.235294117647059,12.0,72.0,1.0,1.0,16.0,1.7058823529411764,14.0,29.0,2.823529411764706,13.0,48.0,1.6666666666666667,5.0,200.0,127.75,367.0,2044.0,4.108333333333333,23.0,493.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,2.0,3.0,7.0,7.0,7.0,1.0,1.0,2.0,0
